name,brand,slug,price,gender,category,concentration,scent_notes,intensity,occasion,description,stock_quantity,is_available,image
Scandal By Night,Jean Paul Gaultier,jean-paul-gaultier-scandal-by-night-k,200,K,oriental,parfum,"Top: miód, gorzka pomarańcza, cytrusy; Heart: wiśnia, tuberoza, kwiat pomarańczy, grusza, nard himalajski; Base: tonka, wanilia, paczula, drzewo sandałowe, piżmo",strong,special,"Scandal By Night to zmysłowy orientalno-kwiatowy zapach stworzony dla kobiety, która kocha wywoływać skandale. Kompozycja otwiera się soczystymi nutami miodu i cytrusów, przechodząc w egzotyczne serce z tuberozą i wiśnią. Głęboka baza z tonką i wanilią nadaje perfumom uzależniający charakter. Idealny na wieczorne wyjścia i romantyczne randki, gdzie chcesz pozostawić niezapomniane wrażenie.",10,True,products/IMG-20260409-WA0041.jpg
Pure Musc For Her,Narciso Rodriguez,narciso-rodriguez-pure-musc-for-her-k,200,K,floral,parfum,"Top: piżmo; Heart: jaśmin, ylang ylang, kwiat pomarańczy; Base: kaszmiran",light,daily,"Pure Musc For Her to wyrafinowana kompozycja skupiona na czystej esencji piżma. Otwiera się delikatną nutą piżma, przechodząc w serce z białych kwiatów jaśminu, ylang ylang i kwiatu pomarańczy. Ciepła baza kaszmiranowego drzewa nadaje zapachowi subtelną głębię. Idealny na co dzień jako elegancka, intymna kompozycja przywodząca na myśl świeże pościelą i czystość.",10,True,products/IMG-20260409-WA0042.jpg
My Way Intense,Giorgio Armani,giorgio-armani-my-way-intense-k-1,200,K,floral,parfum,"Top: kwiat pomarańczy, gorzka pomarańcza; Heart: tuberoza indyjska, tuberoza; Base: wanilia z Madagaskaru, drzewo sandałowe",strong,special,"My Way Intense to wzmocniona wersja kultowego zapachu Giorgio Armani, stworzony dla kobiet poszukujących intensywnych wrażeń. Otwiera się świeżym kwiatem pomarańczy z Egiptu i gorzką pomarańczą, przechodząc w bogate serce z tuberozą z Indii. Zmysłowa baza łączy kremowe drzewo sandałowe z Nowej Kaledonii z uwodzicielską wanilią z Madagaskaru. Idealny na wyjątkowe okazje i wieczorne wyjścia.",10,True,products/IMG-20260409-WA0043.jpg
Allure Homme Sport,Chanel,chanel-allure-homme-sport-m,200,M,fresh,edt,"Top: mandarynka, nuty morskie, aldehydy, mandarynka sycylijska; Heart: pieprz, neroli, cedr; Base: wanilia, tonka, białe piżmo, ambra, wetywer, żywica elemi",light,daily,"Allure Homme Sport to świeży i dynamiczny zapach stworzony przez Jacques'a Polge dla aktywnych mężczyzn. Kompozycja otwiera się cytrusową świeżością mandarynki i nutami morskimi wzbogaconymi o aldehydy. Serce ujawnia pikantny pieprz w otoczeniu neroli i cedru. Ciepła baza z wanilią, tonką i białym piżmem tworzy zmysłową ścieżkę zapachu. Idealny na co dzień oraz aktywny styl życia.",10,True,products/IMG-20260409-WA0044.jpg
Cactus Garden,Louis Vuitton,louis-vuitton-cactus-garden-u,200,U,fresh,parfum,"Top: bergamot, trawa cytrynowa; Heart: geranium, herbata mate; Base: kadzidło",light,daily,"Cactus Garden to świeży uniseksowy zapach Louis Vuitton z 2019 roku, który oddaje kontrast między suchym wnętrzem kaktusa a jego soczysta wnętrzem. Kompozycja otwiera się świeżą bergamotą i energetyzującą trawą cytrynową, przechodząc w serce z geranium i herbatą mate. Finiszuje delikatną nutą kadzidła, tworząc orzeźwiający i unikalny aromat. Idealny na codzienne noszenie, szczególnie w ciepłe dni.",10,True,products/IMG-20260409-WA0045.jpg
Chance Eau Splendide,Chanel,chanel-chance-eau-splendide-k,200,K,floral,parfum,"Top: malina, czerwone owoce, różane nuty, fiolek, brzoskwinia; Heart: geranium różane, irys; Base: białe piżmo, cedr",light,daily,"Chance Eau Splendide to najnowszy dodatek do kultowej linii Chance od Chanel, stworzony przez perfumiarza Oliviera Polge. Otwiera się iskrzącym akcentem maliny z nutami owoców i fiolka, przechodząc w kwiatowe serce z geranium różanym hodowanym w polach Chanel w Grasse. Kompozycję dopełnia delikatna baza z białego piżma i cedru. To świeży, młodzieżowy zapach idealny na codzień i wyjątkowe chwile.",10,True,products/IMG-20260409-WA0046.jpg
Baccarat Rouge 540,Maison Francis Kurkdjian,maison-francis-kurkdjian-baccarat-rouge-540-u,200,U,oriental,parfum,"Top: szafran, jaśmin; Heart: drewno ambry, ambra szara, hedion; Base: żywica jodły, cedr, cukier, ambroxan, mech dębowy",strong,special,"Baccarat Rouge 540 to ikoniczny zapach powstały z okazji 250. rocznicy kryształów Baccarat, stworzony przez mistrza perfumiarstwa Francisa Kurkdjiana. Ta orientalno-floralna kompozycja łączy delikatność jaśminu z intensywnością szafranu, przechodząc w serce z bogatymi nutami drzewa ambry i ambry szarej. Baza z cedru, żywicy jodły i słodkiego ambroxanu tworzy trwały, hipnotyzujący szlak. Idealny na wyjątkowe okazje i wieczorne wyjścia.",10,True,products/IMG-20260409-WA0047.jpg
Olympea,Paco Rabanne,paco-rabanne-olympea-k,200,K,oriental,parfum,"Top: jaśmin wodny, zielona mandarynka, kwiat imbiru; Heart: wanilia, sól; Base: drzewo kaszmirowe, ambra szara, drzewo sandałowe",strong,special,"Olympea to orientalno-kwiatowy zapach inspirowany grecką boginią zwycięstwa. Otwiera się świeżymi nutami jaśminu wodnego i zielonej mandarynki z aromatycznym kwiatem imbiru. Serce kompozycji to wyjątkowe połączenie słonej wanilii, które nadaje zapachowi charakterystyczny kontrast. Baza z drewna kaszmirowego i ambry szarej zapewnia długotrwałość i zmysłowy charakter. Idealny na wieczory i wyjątkowe okazje, gdy chcesz się wyróżnić.",10,True,products/IMG-20260409-WA0048.jpg
Invictus,Paco Rabanne,paco-rabanne-invictus-m,200,M,fresh,edt,"Top: grejpfrut, nuty morskie; Heart: liść laurowy, jaśmin; Base: drzewo gwajaku, paczula, mech dębowy, ambra szara",strong,daily,"Invictus to świeży i sportowy zapach dla mężczyzn, który otwiera się wybuchową nutą grejpfruta i morskich akordów. W sercu kompozycji dominują aromatyczny liść laurowy i delikatny jaśmin, które nadają fragrancji dynamiczny charakter. Baza z drzewa gwajaku, paczuli i ambry szarej zapewnia trwałość i męską głębię. Idealny na co dzień, szczególnie w cieplejsze dni.",10,True,products/IMG-20260409-WA0049.jpg
Scandal By Night,Jean Paul Gaultier,jean-paul-gaultier-scandal-by-night-k-1,200,K,oriental,parfum,"Top: miód, gorzka pomarańcza, cytrusy; Heart: wiśnia, tuberoza, kwiat pomarańczy, gruszka, nard himalajski; Base: tonka, wanilia, paczula, drzewo sandałowe, białe piżmo",strong,special,"Scandal By Night to zmysłowy i intensywny zapach stworzony dla kobiet, które nie boją się być w centrum uwagi. Otwiera się słodką nutą miodu i orzeźwiających cytrysów, przechodząc w serce wypełnione kwiatami tuberózy i egzotycznymi owocami. Głęboka baza z tonki, wanilii i paczuli nadaje kompozycji trwałość i uwodzicielski charakter. Idealny na wieczorne wyjścia i romantyczne randki.",10,True,products/IMG-20260409-WA0050.jpg
Si Passione Intense,Giorgio Armani,giorgio-armani-si-passione-intense-k,200,K,floral,edp,"Top: nektar z czarnej porzeczki; Heart: jaśmin; Base: białe piżmo, cedr, paczula, wanilia",strong,special,"Si Passione Intense to intensywna wersja klasycznego Si Passione, stworzona dla kobiet poszukujących głębi i zmysłowości. Otwiera się soczyстym nektarem z czarnej porzeczki, przechodząc w serce zdominowane przez absolutny jaśmin. Baza z białego piżma, cedru i paczuli nadaje kompozycji elegancki i trwały charakter. Idealny na wieczorne wyjścia i wyjąткowe okazje.",10,True,products/IMG-20260409-WA0051.jpg
My Way,Giorgio Armani,giorgio-armani-my-way-k,200,K,floral,parfum,"Top: bergamot, kwiat pomarańczy; Heart: tuberoza, jaśmin; Base: wanilia z Madagaskaru, białe piżmo, cedr",strong,daily,"My Way to uwodzicielski kwiatowy zapach, który łączy świeżość bergamotu z egipskim kwiatem pomarańczy w iskrzącym otwarciu. Serce kompozycji wypełnia kremowa tuberoza z Indii i delikatny jaśmin, tworząc kobiecy i wyrafinowany bukiet. Baza z wanilią z Madagaskaru, białym piżmem i cedrem zapewnia trwałość i zmysłowy charakter. Idealny na co dzień dla pewnych siebie kobiet.",10,True,products/IMG-20260409-WA0052.jpg
Gentleman Boisée,Givenchy,givenchy-gentleman-boisee-m,200,M,woody,parfum,"Top: czarny pieprz, kolendra, geranium; Heart: irys, kakao, cedr; Base: drzewo sandałowe, paczula, nuty drzewne",strong,special,"Gentleman Boisée to wyrafinowana drzewna kompozycja dla współczesnego mężczyzny, który łączy w sobie siłę i delikatność. Zapach otwiera się pikantną mieszanką czarnego pieprzu i kolendry, przechodząc w serce z eleganckim irysem i soczystym kakao. Głęboka baza z drzewem sandałowym i paczulą nadaje kompozycji męski, ciepły charakter. Idealny na romantyczne wieczory i wyjątkowe okazje.",10,True,products/IMG-20260409-WA0053.jpg
Starlight,Xerjoff,xerjoff-starlight-u,250,U,oriental,parfum,"Top: kardamon, bergamotka; Heart: cynamon, migdał, goździki; Base: ambra, cedr",strong,special,"Starlight to urzekająca kompozycja z kolekcji Spotlight, która rozpala zmysły swoją orientalną, korzenną formułą. Otwiera się świeżą bergamotką i aromatycznym kardamonem, przechodząc w serce z ciepłym cynamonem, kremowym migdałem i intensywnymi goździkami. Głęboka baza ambry i cedru tworzy uwodzicielską i trwałą kompozycję o balsamicznym charakterze. Idealny na zimowe wieczory i wyjątkowe okazje, gdy potrzebujesz ciepłego, zmysłowego zapachu.",10,True,products/IMG-20260409-WA0054.jpg
Libre,Yves Saint Laurent,yves-saint-laurent-libre-k-1,200,K,floral,parfum,"Top: lawenda, mandarynka, bergamota; Heart: kwiat pomarańczy, jaśmin; Base: wanilia, piżmo",strong,special,"Libre to ikoniczny zapach wolności od Yves Saint Laurent, który łączy francuską lawendę z marokańskim kwiatem pomarańczy. Kompozycja otwiera się świeżymi nutami cytrusowymi i lawendy, przechodząc w zmysłowe serce z kwiatem pomarańczy i jaśminem. Ciepła baza wanilii i piżma nadaje zapachowi głębokość i trwałość. Idealny dla odważnych kobiet poszukujących wyrazistego i eleganciego aromatu na wyjątkowe okazje.",10,True,products/IMG-20260409-WA0055.jpg
Fame Blooming Pink,Paco Rabanne,paco-rabanne-fame-blooming-pink-k,200,K,floral,parfum,"Top: mango, bergamotka; Heart: jaśmin, olibanum; Base: wanilia, drzewo sandałowe",strong,daily,"Fame Blooming Pink to kolekcjonerska edycja kultowego zapachu Paco Rabanne z 2023 roku, stworzona dla kobiet ceniących tropikalną świeżość. Otwiera się soczystym mango i bergamotką, przechodząc w eleganckie serce z jaśminu i kadzidła olibanum. Baza z wanilii i drzewa sandałowego nadaje kompozycji ciepły i zmysłowy charakter. Idealny na co dzień dla pewnych siebie kobiet.",10,True,products/IMG-20260409-WA0056.jpg
Bad Boy Elixir,Carolina Herrera,carolina-herrera-bad-boy-elixir-m,200,M,woody,parfum,"Top: szałwia, lawenda; Heart: skóra, irys; Base: cedr, kadzidło",strong,special,"Bad Boy Elixir to intensywny i wyrazisty zapach dla mężczyzn poszukujących eleganckiej mocy. Otwiera się aromatyczną nutą szałwii i lawendy, przechodząc w serce z wyrafinowaną skórą i irysem. Głęboka baza cedru i kadzidła nadaje kompozycji trwałość i zmysłowy charakter. Idealny na wieczory i wyjątkowe okazje, kiedy chcesz zrobić niezapomniane wrażenie.",10,True,products/IMG-20260409-WA0057.jpg
Coco Mademoiselle L'Eau Privée,Chanel,chanel-coco-mademoiselle-leau-privee-k,200,K,floral,parfum,"Top: mandarynka; Heart: róża, jaśmin; Base: biały piżmo",light,special,"Coco Mademoiselle L'Eau Privée to delikatna nocna interpretacja kultowego zapachu Chanel, stworzona specjalnie na czas przed snem. Otwiera się świeżą mandarynką, przechodząc w serce z róży i jaśminu. Miękka baza z białego piżma nadaje kompozycji zmysłowy i otulający charakter. Idealny na intymne chwile i relaksujące wieczory w zaciszu domowym.",10,True,products/IMG-20260409-WA0058.jpg
Ganymed Extrait,Marc-Antoine Barrois,marc-antoine-barrois-ganymed-extrait-u,200,U,oriental,parfum,"Top: kadzidło, mirra, mandarynka; Heart: nieśmiertelnik; Base: akigalawood, safralein",strong,special,"Ganymed Extrait to intensywna i hipnotyzująca wersja kultowego zapachu inspirowanego księżycem Jowisza. Otwiera się potężną dawką kadzidła i mirry, przechodząc w serce zdominowane przez korzenny nieśmiertelnik o karmelowych akcentach. Mineralna baza akigalawood i safralein nadaje kompozycji nieziemski charakter. Ten wyrafinowany ekstrakt perfum łączy w sobie zmysłowość dzikiej skóry z mistyczną aurą wielkiej klasyki.",10,True,products/IMG-20260409-WA0059.jpg
Acqua di Gio Pour Homme,Giorgio Armani,giorgio-armani-acqua-di-gio-pour-homme-m,200,M,fresh,edt,"Top: bergamotka, nuty morskie; Heart: rozmaryn, geranium, szałwia; Base: cedr, piżmo, paczula",light,daily,"Acqua di Gio to kultowy męski zapach inspirowany pięknem Morza Śródziemnego. Otwiera się świeżymi nutami bergamotki i morskimi akordami, które przechodzą w aromatyczne serce z rozmarynem i geranium. Drewniano-piżmowa baza nadaje kompozycji ciepły i zmysłowy charakter. Idealny na co dzień jako uniwersalny, świeży zapach dla mężczyzn.",10,True,products/IMG-20260409-WA0060.jpg
La vie est belle Sparkling Edition,Lancome,lancome-la-vie-est-belle-sparkling-edition-k,200,K,oriental,parfum,"Top: akord gourmand, irys pallida; Heart: kwiat pomarańczy, jaśmin sambac; Base: wanilia, paczula",strong,special,"La vie est belle Sparkling Edition to luksusowa, limitowana wersja kultowego zapachu Lancome, stworzona z okazji 90-lecia marki. Otwiera się słodkim akordem gourmand i szlachetnym irysem, przechodząc w romantyczne serce z kwiatem pomarańczy i jaśminem sambac. Głęboka baza wanilii i paczuli nadaje kompozycji trwałość i zmysłowy charakter. Idealny na wyjątkowe okazje, gdy chcesz się wyróżnić.",10,True,products/IMG-20260409-WA0061.jpg
Bal d'Afrique,Byredo,byredo-bal-dafrique-u,200,U,woody,parfum,"Top: bergamot, cytryna, neroli, nagietki afrykańskie, buchu; Heart: fiołek, płatki jaśminu, cyklamen; Base: czarna ambra, piżmo, wetiweria, cedr marokański",light,daily,"Bal d'Afrique to jedna z kultowych kompozycji Byredo, inspirowana Paryżem lat 20. XX wieku i fascynacją kulturą afrykańską. Zapach otwiera się świeżymi nutami bergamoty i cytryny, uzupełnionymi aromatycznymi nagietkami afrykańskimi. Serce kompozycji wypełniają delikatne nuty fiołka i jaśminu, które przechodzą w ciepłą bazę z wetywerii, cedru i piżma. Idealny jako codzienny zapach dla osób ceniących elegancję i unikalność.",10,True,products/IMG-20260409-WA0062.jpg
MYSLF L'Absolu,Yves Saint Laurent,yves-saint-laurent-myslf-labsolu-m,200,M,woody,parfum,"Top: bergamot, imbir, kardamon; Heart: kwiat pomarańczy, nuty kwiatowe; Base: paczula",strong,special,"MYSLF L'Absolu to najintensywniejsza wersja z linii MYSLF od Yves Saint Laurent, stworzona dla mężczyzn ceniących silny i wyrazisty zapach. Kompozycja otwiera się świeżymi nutami bergamotu wzbogaconymi iskrzącym imbirem i kardamonem. Serce zdominowane przez bogaty kwiat pomarańczy tworzy elegancką nutę kwiatową, podczas gdy baza z indonezyjskiej paczuli zapewnia ciepłą i zmysłową trwałość. Idealny na wyjątkowe okazje dla pewnych siebie mężczyzn.",10,True,products/IMG-20260409-WA0063.jpg
1 Million Royal,Paco Rabanne,paco-rabanne-1-million-royal-m,200,M,woody,parfum,"Top: kardamon, mandarynka, bergamotka; Heart: lawenda, szałwia, liście fiołka; Base: benzoes, cedr, paczula",strong,special,"1 Million Royal to najbardziej dojrzała i elegancka wersja kultowej linii od Paco Rabanne. Otwiera się świeżym połączeniem kardamonu, mandarynki i bergamotki, przechodząc w aromatyczne serce z lawendą i szałwią. Ciepła baza z benzoesem, cedrem i paczulą nadaje kompozycji królewską głębię i męski charakter. Idealny na jesienne wieczory i wyjątkowe okazje, gdy chcesz zrobić mocne wrażenie.",10,True,products/IMG-20260409-WA0064.jpg
The Scent,Hugo Boss,hugo-boss-the-scent-m,200,M,oriental,edt,"Top: imbir, bergamota, mandarynka; Heart: maninka, lawenda; Base: skóra, nuty drzewne",strong,special,"The Scent to uwodzicielski zapach Hugo Boss stworzony dla współczesnego mężczyzny. Kompozycja otwiera się świeżym imbirem i cytrusami, przechodząc w zmysłowe serce z egzotyczną maninką i lawendą. Skórzana baza nadaje kompozycji męski i intensywny charakter. Idealny na wieczory i romantyczne spotkania.",10,True,products/IMG-20260409-WA0065.jpg
La Nuit Trésor,Lancôme,lancome-la-nuit-tresor-k,200,K,oriental,parfum,"Top: liczi, malina, bergamota; Heart: czarna róża damasceńska, orchidea waniliowa; Base: praliski, wanilia, kadzidło, paczula, papirusy",strong,special,"La Nuit Trésor to zmysłowa kompozycja orientalna dla kobiet, która niczym nocny diament fascynuje swoją tajemniczością. Otwiera się soczystymi nutami liczi i maliny, przechodząc w serce z czarną różą damasceńską i orchideą waniliową z Tahiti. Baza z pralinek, wanilii i kadzidła nadaje kompozycji głęboką, uzależniającą słodycz. To perfumy stworzone na wyjątkowe wieczory i romantyczne chwile.",10,True,products/IMG-20260409-WA0066.jpg
Boss Bottled,Hugo Boss,hugo-boss-boss-bottled-m,200,M,woody,edt,"Top: jabłko, śliwka, cytrusy; Heart: cynamon, goździki; Base: cedr, wanilia, drzewo sandałowe, wetywer",light,daily,"Boss Bottled to kultowy zapach Hugo Boss z 1998 roku, który zdefiniował kategorię męskich perfum opartych na nucie jabłka. Kompozycja otwiera się soczystymi nutami jabłka i śliwki z delikatnymi akcentami cytrusowymi. W sercu dominuje ciepły cynamon z aromatycznymi goździkami, podczas gdy baza opiera się na eleganckim cedrze, kremowej wanilii i zmysłowym drzewie sandałowym. To uniwersalny zapach idealny na co dzień, który sprawdzi się w każdej sytuacji.",10,True,products/IMG-20260409-WA0067.jpg
